code_pra,ratio,valeur
80038,r1_sau_surf,0.7404166423255097
81153,r1_sau_surf,0.5867296003684739
81391,r1_sau_surf,0.7263562671073018
81395,r1_sau_surf,0.3628944538991644
81409,r1_sau_surf,0.5792262690512627
81412,r1_sau_surf,0.37282894006574546
81413,r1_sau_surf,0.28568591428434736
83248,r1_sau_surf,0.08548850806406504
83460,r1_sau_surf,0.40896106423451056
83468,r1_sau_surf,0.2351260921057716
83469,r1_sau_surf,0.09898122739352996
84238,r1_sau_surf,0.29136306991871086
37072,r1_sau_surf,0.28155274297762684
82155,r1_sau_surf,0.5672786899884446
69197,r1_sau_surf,0.45314546179842985
82390,r1_sau_surf,0.5230983391368822
82391,r1_sau_surf,0.5446828120615027
82395,r1_sau_surf,0.43144123398856493
86372,r1_sau_surf,0.7336621196606999
86438,r1_sau_surf,0.6486853054867687
87430,r1_sau_surf,0.3572577908039892
87431,r1_sau_surf,0.696349342083928
87432,r1_sau_surf,0.46772086993865697
70447,r1_sau_surf,0.5376315388591134
95332,r1_sau_surf,0.6231939367108167
95333,r1_sau_surf,0.19056233373179252
84464,r1_sau_surf,0.492173729012914
84467,r1_sau_surf,0.3677861798803281
86348,r1_sau_surf,0.6181122587669126
88306,r1_sau_surf,0.5008850659948714
88307,r1_sau_surf,0.1709950059448457
88309,r1_sau_surf,0.430003446926286
88310,r1_sau_surf,0.6200601833105465
89186,r1_sau_surf,0.5661127982664114
89319,r1_sau_surf,0.6144992567073587
89320,r1_sau_surf,0.5881438763351078
16375,r1_sau_surf,0.9057340066666717
17374,r1_sau_surf,0.684088086896488
17375,r1_sau_surf,0.7220688331827692
17376,r1_sau_surf,0.22777102851117792
17377,r1_sau_surf,0.590330386287473
18066,r1_sau_surf,0.5436968503039145
18179,r1_sau_surf,0.6591679835012537
18343,r1_sau_surf,0.21317702441846664
18434,r1_sau_surf,0.6757322643464196
18436,r1_sau_surf,0.7051050895899879
19394,r1_sau_surf,0.20714355397313672
91055,r1_sau_surf,0.41373079845798716
91342,r1_sau_surf,0.7577850402368694
95330,r1_sau_surf,0.6502342709692494
01216,r1_sau_surf,0.43435759106088717
04466,r1_sau_surf,0.38521421171654263
